Date,Currency
18/03/2022 18:55:45,15.7116
18/03/2022 18:56:48,15.7116
18/03/2022 18:57:31,15.7116
18/03/2022 18:58:21,15.7116
18/03/2022 18:59:33,15.7077
18/03/2022 19:00:24,15.7077
18/03/2022 19:01:07,15.7077
18/03/2022 19:02:12,15.7077
18/03/2022 19:03:13,15.7228
18/03/2022 19:04:10,""">15.73"
18/03/2022 19:05:06,""">15.73"
18/03/2022 19:06:17,""">15.73"
18/03/2022 19:07:02,""">15.73"
